Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","223","Türkiye","7271","Temperature change","7005","May","2020","2020","°C","1.083","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7006","June","2010","2010","°C","1.744","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7006","June","2011","2011","°C","0.509","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7006","June","2012","2012","°C","2.552","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7006","June","2013","2013","°C","1.433","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7006","June","2014","2014","°C","0.844","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7006","June","2015","2015","°C","-2.173","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7006","June","2016","2016","°C","2.095","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7006","June","2017","2017","°C","1.466","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7006","June","2018","2018","°C","1.889","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7006","June","2019","2019","°C","3.047","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7006","June","2020","2020","°C","1.102","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7007","July","2010","2010","°C","2.183","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7007","July","2011","2011","°C","1.778","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7007","July","2012","2012","°C","2.29","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7007","July","2013","2013","°C","0.798","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7007","July","2014","2014","°C","1.676","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7007","July","2015","2015","°C","1.49","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7007","July","2016","2016","°C","1.729","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7007","July","2017","2017","°C","2.258","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7007","July","2018","2018","°C","2.036","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7007","July","2019","2019","°C","0.671","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7007","July","2020","2020","°C","2.262","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7008","August","2010","2010","°C","3.517","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7008","August","2011","2011","°C","0.88","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7008","August","2012","2012","°C","1.533","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7008","August","2013","2013","°C","1.173","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7008","August","2014","2014","°C","2.481","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7008","August","2015","2015","°C","-4.058","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7008","August","2016","2016","°C","2.642","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7008","August","2017","2017","°C","2.313","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7008","August","2018","2018","°C","2.026","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7008","August","2019","2019","°C","1.728","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7008","August","2020","2020","°C","1.421","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7009","September","2010","2010","°C","2.812","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7009","September","2011","2011","°C","1.385","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7009","September","2012","2012","°C","2.117","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7009","September","2013","2013","°C","0.33","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7009","September","2014","2014","°C","1.158","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7009","September","2015","2015","°C","3.718","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7009","September","2016","2016","°C","0.732","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7009","September","2017","2017","°C","3.201","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7009","September","2018","2018","°C","2.341","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7009","September","2019","2019","°C","1.428","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7009","September","2020","2020","°C","4.309","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7010","October","2010","2010","°C","0.431","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7010","October","2011","2011","°C","-1.025","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7010","October","2012","2012","°C","2.523","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7010","October","2013","2013","°C","-1.027","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7010","October","2014","2014","°C","0.765","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7010","October","2015","2015","°C","1.601","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7010","October","2016","2016","°C","1.239","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7010","October","2017","2017","°C","0.269","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7010","October","2018","2018","°C","2.036","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7010","October","2019","2019","°C","3.071","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7010","October","2020","2020","°C","4.083","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7011","November","2010","2010","°C","3.24","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7011","November","2011","2011","°C","-3.825","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7011","November","2012","2012","°C","1.998","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7011","November","2013","2013","°C","1.762","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7011","November","2014","2014","°C","-0.074","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7011","November","2015","2015","°C","1.511","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7011","November","2016","2016","°C","-0.171","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7011","November","2017","2017","°C","0.332","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7011","November","2018","2018","°C","1.084","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7011","November","2019","2019","°C","2.436","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7011","November","2020","2020","°C","0.645","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7012","December","2010","2010","°C","3.465","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7012","December","2011","2011","°C","-0.054","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7012","December","2012","2012","°C","1.075","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7012","December","2013","2013","°C","-2.688","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7012","December","2014","2014","°C","3.173","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7012","December","2015","2015","°C","-0.523","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7012","December","2016","2016","°C","-2.767","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7012","December","2017","2017","°C","2.631","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7012","December","2018","2018","°C","1.081","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7012","December","2019","2019","°C","2.165","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7012","December","2020","2020","°C","2.685","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7016","Dec–Jan–Feb","2010","2010","°C","3.076","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7016","Dec–Jan–Feb","2011","2011","°C","1.724","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7016","Dec–Jan–Feb","2012","2012","°C","-1.129","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7016","Dec–Jan–Feb","2013","2013","°C","1.703","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7016","Dec–Jan–Feb","2014","2014","°C","0.993","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7016","Dec–Jan–Feb","2015","2015","°C","1.866","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7016","Dec–Jan–Feb","2016","2016","°C","1.321","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7016","Dec–Jan–Feb","2017","2017","°C","-1.362","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7016","Dec–Jan–Feb","2018","2018","°C","3.097","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7016","Dec–Jan–Feb","2019","2019","°C","1.424","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7016","Dec–Jan–Feb","2020","2020","°C","1.393","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7017","Mar–Apr–May","2010","2010","°C","1.672","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7017","Mar–Apr–May","2011","2011","°C","-0.207","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7017","Mar–Apr–May","2012","2012","°C","0.513","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7017","Mar–Apr–May","2013","2013","°C","2.073","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7017","Mar–Apr–May","2014","2014","°C","1.883","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7017","Mar–Apr–May","2015","2015","°C","0.544","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7017","Mar–Apr–May","2016","2016","°C","2.113","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7017","Mar–Apr–May","2017","2017","°C","1.002","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7017","Mar–Apr–May","2018","2018","°C","3.435","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7017","Mar–Apr–May","2019","2019","°C","1.006","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7017","Mar–Apr–May","2020","2020","°C","1.407","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7018","Jun–Jul–Aug","2010","2010","°C","2.481","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7018","Jun–Jul–Aug","2011","2011","°C","1.056","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7018","Jun–Jul–Aug","2012","2012","°C","2.125","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7018","Jun–Jul–Aug","2013","2013","°C","1.135","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7018","Jun–Jul–Aug","2014","2014","°C","1.667","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7018","Jun–Jul–Aug","2015","2015","°C","-1.58","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7018","Jun–Jul–Aug","2016","2016","°C","2.155","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7018","Jun–Jul–Aug","2017","2017","°C","2.012","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7018","Jun–Jul–Aug","2018","2018","°C","1.984","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7018","Jun–Jul–Aug","2019","2019","°C","1.815","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7018","Jun–Jul–Aug","2020","2020","°C","1.595","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7019","Sep–Oct–Nov","2010","2010","°C","2.161","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7019","Sep–Oct–Nov","2011","2011","°C","-1.155","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7019","Sep–Oct–Nov","2012","2012","°C","2.213","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7019","Sep–Oct–Nov","2013","2013","°C","0.355","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7019","Sep–Oct–Nov","2014","2014","°C","0.616","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7019","Sep–Oct–Nov","2015","2015","°C","2.277","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7019","Sep–Oct–Nov","2016","2016","°C","0.6","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7019","Sep–Oct–Nov","2017","2017","°C","1.267","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7019","Sep–Oct–Nov","2018","2018","°C","1.82","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7019","Sep–Oct–Nov","2019","2019","°C","2.312","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7019","Sep–Oct–Nov","2020","2020","°C","3.012","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7020","Meteorological year","2010","2010","°C","2.348","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7020","Meteorological year","2011","2011","°C","0.354","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7020","Meteorological year","2012","2012","°C","0.93","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7020","Meteorological year","2013","2013","°C","1.317","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7020","Meteorological year","2014","2014","°C","1.29","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7020","Meteorological year","2015","2015","°C","0.777","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.547","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7020","Meteorological year","2017","2017","°C","0.73","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.584","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.639","Fc","Calculated data"
"ET","Temperature change","223","Türkiye","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.852","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7001","January","2010","2010","°C","0.536","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7001","January","2011","2011","°C","0.626","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7001","January","2012","2012","°C","1.561","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7001","January","2013","2013","°C","2.07","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7001","January","2014","2014","°C","1.961","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7001","January","2015","2015","°C","2.049","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7001","January","2016","2016","°C","2.694","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7001","January","2017","2017","°C","2.15","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7001","January","2018","2018","°C","1.642","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7001","January","2019","2019","°C","1.883","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7001","January","2020","2020","°C","1.958","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7002","February","2010","2010","°C","-0.194","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7002","February","2011","2011","°C","-0.059","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7002","February","2012","2012","°C","2.44","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7002","February","2013","2013","°C","0.676","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7002","February","2014","2014","°C","-0.306","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7002","February","2015","2015","°C","0.403","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7002","February","2016","2016","°C","3.816","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7002","February","2017","2017","°C","3.546","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7002","February","2018","2018","°C","1.793","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7002","February","2019","2019","°C","0.389","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7002","February","2020","2020","°C","0.869","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7003","March","2010","2010","°C","1.222","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7003","March","2011","2011","°C","1.254","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7003","March","2012","2012","°C","3.693","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7003","March","2013","2013","°C","0.18","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7003","March","2014","2014","°C","0.27","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7003","March","2015","2015","°C","2.548","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7003","March","2016","2016","°C","3.808","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7003","March","2017","2017","°C","1.862","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7003","March","2018","2018","°C","1.669","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7003","March","2019","2019","°C","1.437","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7003","March","2020","2020","°C","2.565","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7004","April","2010","2010","°C","1.413","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7004","April","2011","2011","°C","0.547","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7004","April","2012","2012","°C","2.049","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7004","April","2013","2013","°C","-1.005","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7004","April","2014","2014","°C","0.795","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7004","April","2015","2015","°C","1.541","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7004","April","2016","2016","°C","2.018","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7004","April","2017","2017","°C","1.99","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7004","April","2018","2018","°C","-0.392","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7004","April","2019","2019","°C","1.433","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7004","April","2020","2020","°C","0.478","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2010","2010","°C","0.338","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2011","2011","°C","-0.118","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2012","2012","°C","1.423","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2013","2013","°C","0.149","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2014","2014","°C","0.95","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2015","2015","°C","1.064","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2016","2016","°C","0.806","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2017","2017","°C","0.546","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2018","2018","°C","2.561","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2019","2019","°C","0.324","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2020","2020","°C","0.921","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2010","2010","°C","1.007","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2011","2011","°C","0.712","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2012","2012","°C","1.073","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2013","2013","°C","1.383","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2014","2014","°C","0.488","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2015","2015","°C","1.66","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2016","2016","°C","1.803","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2017","2017","°C","1.135","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2018","2018","°C","1.506","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2019","2019","°C","0.702","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2020","2020","°C","1.017","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","2010","2010","°C","0.511","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","2011","2011","°C","1.099","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","2012","2012","°C","1.341","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","2013","2013","°C","0.555","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","2014","2014","°C","-0.094","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","2015","2015","°C","0.388","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","2016","2016","°C","1.096","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","2017","2017","°C","1.279","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","2018","2018","°C","1.187","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","2019","2019","°C","1.064","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","2020","2020","°C","1.042","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7008","August","2010","2010","°C","1.131","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7008","August","2011","2011","°C","1.299","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7008","August","2012","2012","°C","0.876","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7008","August","2013","2013","°C","0.651","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7008","August","2014","2014","°C","0.398","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7008","August","2015","2015","°C","0.464","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7008","August","2016","2016","°C","1.116","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7008","August","2017","2017","°C","0.121","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7008","August","2018","2018","°C","0.767","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7008","August","2019","2019","°C","1.046","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7008","August","2020","2020","°C","1.476","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7009","September","2010","2010","°C","1.061","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7009","September","2011","2011","°C","0.838","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7009","September","2012","2012","°C","0.696","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7009","September","2013","2013","°C","0.901","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7009","September","2014","2014","°C","0.857","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7009","September","2015","2015","°C","1.584","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7009","September","2016","2016","°C","1.316","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7009","September","2017","2017","°C","0.94","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7009","September","2018","2018","°C","1.663","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7009","September","2019","2019","°C","2.045","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7009","September","2020","2020","°C","0.719","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7010","October","2010","2010","°C","1.092","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7010","October","2011","2011","°C","0.724","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7010","October","2012","2012","°C","-0.018","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7010","October","2013","2013","°C","0.586","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7010","October","2014","2014","°C","1.311","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7010","October","2015","2015","°C","1.968","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7010","October","2016","2016","°C","2.057","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7010","October","2017","2017","°C","1.256","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7010","October","2018","2018","°C","0.694","Fc","Calculated data"
